id,section,question,options,correct_index,source
224,Meteorología Aeronáutica,Fenómeno compuesto en su mayoría por partículas sólidas suspendidas que oscurecen la atmósfera:,"[""HZ (Bruma)"", ""BR (Neblina)"", ""FG (Niebla)""]",0,RAC 203 (banco)
225,Meteorología Aeronáutica,La frecuencia de emergencia en comunicaciones aeronáuticas es:,"[""118.0 MHz"", ""121.5 MHz"", ""122.9 kHz""]",1,Anexo 10; RAC 210 (banco)
226,Meteorología Aeronáutica,¿Qué significa que un METAR reporte “CAVOK” y visibilidad 9999?,"[""Que hay VMC, techo y visibilidad buenas, sin fenómenos significativos."", ""Que el cielo está completamente despejado."", ""Que hay CB aislados.""]",0,RAC 203 (banco)
227,Navegación Aérea,¿Cuál de las siguientes opciones se ajusta más a la definición de espacio aéreo?,"[""Es aquella porción de la atmósfera terrestre, sobre tierra o agua, sometida a la soberanía y jurisdicción de un Estado, en la que se prestan los servicios de tránsito aéreo."", ""Porción del aire sobre tierra de un país para facilitar el tránsito aéreo, sin restricciones para cualquier aeronave."", ""Zona del espacio donde no aplica regulación alguna.""]",0,Anexo 11 OACI; RAC 211 – Definiciones (banco)
228,Navegación Aérea,El espacio aéreo controlado es:,"[""Porción del espacio atmosférico con límites definidos donde se presta el servicio de control de tránsito aéreo."", ""Zona donde la Autoridad sólo presta asesoría para el vuelo."", ""Porción de la atmósfera reservada a UAS.""]",0,Anexo 11 OACI; RAC 211 (banco)
229,Navegación Aérea,"El espacio aéreo controlado es una porción de la atmósfera especialmente diseñada para que los UAS puedan realizar operaciones legales y con los más altos estándares de seguridad, exclusivamente. Este postulado es:","[""Verdadero"", ""Falso""]",1,RAC 211; RAC 100 (banco)
230,Navegación Aérea,"En Colombia, el espacio aéreo controlado comprende:","[""ATZ, TMA, CTR y Área de control (CTA)."", ""Zonas prohibidas y restringidas solamente."", ""Clases F y G únicamente.""]",0,RAC 6; RAC 211 (banco)
231,Navegación Aérea,El espacio aéreo no controlado es un tipo de espacio aéreo con dimensiones conocidas donde se facilitan los servicios completos de tránsito aéreo. Este postulado es:,"[""Verdadero"", ""Falso""]",1,RAC 6; Anexo 11 OACI (banco)
232,Navegación Aérea,El espacio aéreo no controlado es:,"[""Porción del espacio de un país donde se facilitan servicios de información y asesoramiento al vuelo únicamente."", ""Espacio donde no existe ningún servicio ATS."", ""Espacio donde sólo hay control radar.""]",0,RAC 6; Anexo 11 (banco)
233,Navegación Aérea,El espacio aéreo no controlado en Colombia comprende:,"[""ATZ."", ""Clases F y G."", ""Espacios segregados.""]",1,RAC 6; AIP CO (banco)
234,Navegación Aérea,En las áreas o zonas restringidas están absolutamente prohibidos todos los vuelos. Este postulado es:,"[""Verdadero"", ""Falso""]",1,AIP CO ENR; RAC 91 (banco)
235,Navegación Aérea,Las áreas o zonas prohibidas están administradas únicamente por la Autoridad de Aviación de Estado. Este postulado es:,"[""Verdadero"", ""Falso""]",1,AIP CO ENR; RAC 91 (banco)
236,Navegación Aérea,¿Qué es la “ruta” en navegación?,"[""Dirección respecto al norte magnético en la que una aeronave se desplaza sobre el suelo."", ""Camino general trazado en carta sin referencia al norte."", ""Ángulo entre el norte geográfico y la posición actual.""]",0,RAC 91; Fundamentos de navegación (banco)
237,Navegación Aérea,¿Qué es el “heading”?,"[""La dirección a la cual apunta la nariz de la aeronave en vuelo."", ""La dirección estimada de llegada al destino."", ""La dirección hacia donde se trasladará por efecto del viento.""]",0,Fundamentos de navegación (banco)
238,Navegación Aérea,La Rosa de los Vientos representa puntos cardinales y rumbos referenciados al norte geográfico. Este postulado es:,"[""Verdadero"", ""Falso""]",0,Fundamentos de navegación (banco)
239,Navegación Aérea,Puntos cardinales principales en la rosa de los vientos:,"[""NNW, SSW, ENE, WNW."", ""N, S, E, W."", ""NW, NE, SE, SW.""]",1,Fundamentos de navegación (banco)
240,Navegación Aérea,Tipos de navegación según técnica de utilización:,"[""Visual, a la estima, astronómica, radionavegación y satelital."", ""Marítima, espacial, aérea, terrestre."", ""Sólo visual y satelital.""]",0,Fundamentos de navegación (banco)
241,Navegación Aérea,Definición general de navegación aérea (guiar con eficiencia de origen a destino manteniendo ruta respecto a la superficie). Este postulado es:,"[""Verdadero"", ""Falso""]",0,Fundamentos de navegación (banco)
242,Navegación Aérea,"Para volar UAS con seguridad, es indispensable tener conocimiento y entrenamiento en técnicas IFR. Este postulado es:","[""Verdadero"", ""Falso""]",1,RAC 91; RAC 100 (banco)
243,Navegación Aérea,Distancia vertical entre el nivel medio del mar y la posición de una aeronave en el aire se denomina:,"[""Altura."", ""Elevación."", ""Altitud.""]",2,RAC 91 – Definiciones (banco)
244,Navegación Aérea,¿Qué significa GNSS?,"[""Global Navigation Satellite System."", ""Ground Navigation Syncronic System."", ""Global New Positioning System.""]",0,Anexo 10 Vol I; PBN Doc 9613 (banco)
245,Navegación Aérea,Los satélites de comunicaciones fueron diseñados para determinar coordenadas geográficas de un receptor. Este postulado es:,"[""Verdadero"", ""Falso""]",1,Anexo 10; PBN (banco)
246,Navegación Aérea,¿Qué es la navegación GNSS?,"[""Sistema de posicionamiento pasivo que proporciona referencia espacio-temporal basada en señales satelitales."", ""Sistema que se comunica con “todos” los satélites del mundo."", ""Sistema retroactivo con satélites de comunicaciones.""]",0,Anexo 10; Doc 9613 (banco)
247,Navegación Aérea,"Para la aviación no tripulada, los sistemas GNSS se consideran:","[""Un complemento de la navegación visual."", ""Un suplemento de la estima."", ""El sistema principal.""]",2,RAC 100; práctica UAS (banco)
248,Navegación Aérea,El receptor en Colombia sólo puede ver constelaciones autorizadas por la Aerocivil. Este postulado es:,"[""Verdadero"", ""Falso""]",1,RAC 91/100 (banco)
249,Navegación Aérea,Meridianos y paralelos son:,"[""Líneas imaginarias usadas para ubicar puntos sobre la superficie terrestre."", ""Líneas isogónicas que establecen la posición."", ""Cuadrícula referenciada al norte magnético.""]",0,Fundamentos de geodesia (banco)
250,Navegación Aérea,“Los paralelos son a la latitud como los meridianos a ________ ”,"[""La Altitud."", ""La Longitud."", ""La Línea Ecuatorial.""]",1,Fundamentos de geodesia (banco)
251,Navegación Aérea,"En el sistema de orientación terrestre, la latitud hace referencia a:","[""Línea paralela al Ecuador, 0°–90° hacia norte o sur."", ""Línea paralela a Greenwich, 0°–180° este u oeste."", ""Referencia de día y noche.""]",0,Fundamentos de geodesia (banco)
252,Navegación Aérea,La longitud hace referencia a:,"[""Línea paralela a Greenwich, 0°–180° hacia el oriente u occidente."", ""Línea paralela al Ecuador, 0°–90° norte o sur."", ""Línea de referencia del círculo polar.""]",0,Fundamentos de geodesia (banco)
253,Navegación Aérea,“La principal línea de referencia en los paralelos es el ______ y en los meridianos es el ______.”,"[""Meridiano de Greenwich – Ecuador."", ""Trópico de Capricornio – Círculo polar ártico."", ""Ecuador – Meridiano de Greenwich.""]",2,Fundamentos de geodesia (banco)
254,Navegación Aérea,Con respecto a los meridianos seleccione la característica correcta:,"[""Nos dan la referencia para las estaciones climatológicas."", ""Van del polo norte al polo sur y son semicírculos."", ""No se emplean para usos horarios.""]",1,Fundamentos de geodesia (banco)
255,Navegación Aérea,¿Qué es el meridiano de Greenwich?,"[""Meridiano 0°, divide la tierra en longitud E y W; base del primer huso horario (ZULU)."", ""Divide la tierra en longitud N y S."", ""Pasa por los círculos polares.""]",0,Fundamentos de geodesia (banco)
256,Navegación Aérea,Las coordenadas geográficas permiten especificar posiciones con un conjunto horizontal y otro vertical. Este postulado es:,"[""Verdadero"", ""Falso""]",0,Fundamentos de geodesia (banco)
257,Navegación Aérea,Sistema geodésico de coordenadas usado mundialmente:,"[""WPD-84."", ""WGS-84."", ""WPD-30.""]",1,WGS-84 (banco)
258,Navegación Aérea,Formato de coordenadas usado mundialmente:,"[""Grados, décimas y centésimas."", ""Grados, minutos y segundos."", ""Radianes y decimales.""]",1,Geodesia (banco)
259,Navegación Aérea,Coordenada correctamente expresada:,"[""07°62’30”N 72°49’37”W"", ""05°52’30”N 78°22’29”W"", ""04°33’25”W 76°55’74”N""]",1,Geodesia (banco)
260,Navegación Aérea,"“El ecuador es el meridiano más importante, pues divide la tierra en dos hemisferios”. Este postulado es:","[""Verdadero"", ""Falso""]",1,Geodesia (banco)
261,Navegación Aérea,"La medida máxima de los paralelos es 90°N/S, y la de los meridianos 180°E/W. Este postulado es:","[""Verdadero"", ""Falso""]",0,Geodesia (banco)
262,Navegación Aérea,El norte geográfico siempre coincide con el norte magnético. Este postulado es:,"[""Verdadero"", ""Falso""]",1,Cartografía (banco)
263,Navegación Aérea,La diferencia entre norte geográfico y magnético se denomina:,"[""Inclinación magnética."", ""Variación o declinación magnética."", ""Corrección magnética.""]",1,Cartografía (banco)
264,Navegación Aérea,¿Qué son los ATZ?,"[""Espacios aéreos establecidos alrededor de un aeródromo para la protección del tránsito de aeródromo."", ""Espacios aéreos para protección de radioayudas."", ""Espacios aéreos para aproximaciones por instrumentos.""]",0,Anexo 11; RAC 6 (banco)
265,Navegación Aérea,¿Qué son las TMA?,"[""Espacios establecidos para protección de aproximaciones por instrumentos."", ""Espacios en confluencia de rutas ATS en inmediaciones de aeródromos principales para gestionar el flujo de tránsito que entra y sale."", ""Espacios para protección del presidente.""]",1,Anexo 11; RAC 6 (banco)
266,Navegación Aérea,La definición “espacio aéreo establecido alrededor de un aeródromo para protección del tránsito de aeródromo” corresponde a:,"[""CTR"", ""TMA"", ""ATZ""]",2,Anexo 11; RAC 6 (banco)
267,Navegación Aérea,ATZ significa:,"[""Zona de tránsito de aeródromo."", ""Zona de tráfico de vehículos aéreos."", ""Zona de control de tránsito aéreo.""]",0,Anexo 11 (banco)
268,Navegación Aérea,CTR significa:,"[""Región de concentración de tráfico aéreo."", ""Región comunal de tráfico aéreo."", ""Zona de control de tránsito aéreo.""]",2,Anexo 11 (banco)
269,Navegación Aérea,TMA significa:,"[""Área táctica de maniobras."", ""Área de control terminal."", ""Área transicional de maniobras.""]",1,Anexo 11 (banco)
270,Navegación Aérea,AWY significa aerovía. Este postulado es:,"[""Verdadero"", ""Falso""]",0,AIP; RAC 6 (banco)
271,Navegación Aérea,FIR significa:,"[""Región de control distante de vuelo."", ""Región de no control de vuelo."", ""Región de información de vuelo.""]",2,Anexo 11; AIP (banco)
272,Navegación Aérea,"La definición “porción de agua o tierra destinada al aterrizaje, despegue y movimiento de aeronaves” corresponde a:","[""Aeródromo."", ""Área de aterrizaje."", ""Pista.""]",0,Anexo 14; RAC 14 (banco)
273,Navegación Aérea,El espacio aéreo FIR es un espacio aéreo controlado. Este postulado es:,"[""Verdadero"", ""Falso""]",1,Anexo 11 (banco)
274,Navegación Aérea,Tipo de satélites empleados por las UA para seguir trayectorias de vuelo:,"[""Observación de la tierra."", ""Telecomunicaciones."", ""Navegación.""]",2,Anexo 10; PBN (banco)
275,Navegación Aérea,¿Qué información útil aportan las cartas de navegación para planear un vuelo con UAS?,"[""Visualización de todas las áreas de operación."", ""Información sobre áreas y rutas de aeronaves tripuladas, elevación del terreno y frecuencias de comunicaciones aeronáuticas."", ""No tienen información relevante.""]",1,AIP; Cartas ENR/AD (banco)
276,Navegación Aérea,¿Qué es “geofencing”?,"[""Una cerca virtual con representación en un área geográfica real."", ""Limitaciones impuestas por el fabricante en la tarjeta madre del dron para evitar accidentes."", ""Restricción que sólo aplica si hay GIS.""]",0,RAC 100; UTM (banco)
277,Navegación Aérea,"En el contexto de UAS, la sigla “UTM” significa:","[""Upper Traffic Management."", ""Unmanned Traffic Management."", ""Unmanned Traffic Maintenance.""]",1,UTM – concepto general (banco)
278,Navegación Aérea,¿Qué definición describe mejor UTM?,"[""Formulario digital de solicitudes."", ""Plataforma colaborativa para integrar la gestión del espacio aéreo con UAS."", ""Sistema análogo no colaborativo.""]",1,UTM – concepto general (banco)
279,Navegación Aérea,Funcionalidades del UTM (seleccione las correctas): 1-Registro e identificación electrónica; 2-Geofencing; 3-Comunicaciones C2; 4-Solicitudes electrónicas; 5-Seguimiento radar de aeronaves; 6-Implementación de DAA.,"[""1,2,4 y 6."", ""3,4 y 5."", ""2,3,4 y 6.""]",0,UTM – concepto general (banco)
280,Navegación Aérea,“CDM” significa:,"[""Toma de decisiones en colaboración."", ""Coordinación de Datos Monitoreados."", ""Compilación de Maniobras integradas.""]",0,Gestión ATM/UTM (banco)
281,Comunicaciones Aeronáuticas,¿Cuál es la definición de comunicaciones aeronáuticas?,"[""Intercambio de información entre estaciones aeronáuticas y aeronaves para la seguridad y regularidad del vuelo."", ""Comunicación informal entre pilotos."", ""Comunicación por mensajería.""]",0,Anexo 10 OACI (banco)
282,Comunicaciones Aeronáuticas,¿Qué es una estación aeronáutica?,"[""Instalación terrestre utilizada para comunicarse con aeronaves."", ""Cualquier oficina en un aeropuerto."", ""Una estación de radio comercial.""]",0,Anexo 10 OACI (banco)
283,Comunicaciones Aeronáuticas,La comunicación aeronáutica en aviación civil se realiza principalmente en:,"[""AM banda aérea."", ""FM comercial."", ""HF marítima.""]",0,Anexo 10 OACI (banco)
284,Comunicaciones Aeronáuticas,Frecuencia internacional de emergencia:,"[""121.5 MHz"", ""243.0 MHz"", ""118.0 MHz""]",0,"Anexo 10, RAC 210 (banco)"
285,Comunicaciones Aeronáuticas,La fraseología aeronáutica debe ser:,"[""Clara, concisa y estandarizada."", ""Libre y conversacional."", ""Muy técnica y extensa.""]",0,Doc 9432 OACI (banco)
286,Comunicaciones Aeronáuticas,¿Qué significa la sigla ATS?,"[""Air Traffic Services"", ""Aero Traffic System"", ""Air Transfer Station""]",0,RAC 210 (banco)
287,Comunicaciones Aeronáuticas,¿Qué significa “Wilco”?,"[""Wilcox procedimiento especial."", ""Will Comply: Cumpliré la instrucción."", ""With Communication: con comunicación.""]",1,Doc 9432 OACI (banco)
288,Comunicaciones Aeronáuticas,¿Qué significa “Say Again”?,"[""Repita el mensaje."", ""No le escucho."", ""Corte comunicación.""]",0,Doc 9432 OACI (banco)
289,Comunicaciones Aeronáuticas,“Stand By” significa:,"[""Espere."", ""Aumente potencia."", ""Proceda.""]",0,Doc 9432 OACI (banco)
290,Comunicaciones Aeronáuticas,"En comunicaciones aeronáuticas, “Roger” significa:","[""Sí"", ""He recibido su mensaje."", ""Entendido y procedo.""]",1,Doc 9432 OACI (banco)
291,Comunicaciones Aeronáuticas,¿Qué significa “Unable”?,"[""No puedo cumplir la instrucción."", ""Entendido."", ""Repita.""]",0,Doc 9432 (banco)
292,Comunicaciones Aeronáuticas,¿Qué significa “Affirm”?,"[""Correcto / Sí."", ""No"", ""Tal vez""]",0,Doc 9432 (banco)
293,Comunicaciones Aeronáuticas,¿Qué significa “Negative”?,"[""No."", ""Negativo a la señal."", ""No escuché.""]",0,Doc 9432 (banco)
294,Comunicaciones Aeronáuticas,"En comunicaciones aeronáuticas, la prioridad más alta corresponde a:","[""Distress (MAYDAY)."", ""Urgencia (PAN-PAN)."", ""Tránsito regular.""]",0,Anexo 10 (banco)
295,Factores Humanos,¿Qué son los Factores Humanos en aviación?,"[""Estudio de las capacidades y limitaciones humanas y su interacción con los elementos del sistema para mejorar la seguridad."", ""Estudio del rendimiento de motores y hélices."", ""Estudio de legislación aplicada a la aeronavegación.""]",0,OACI Doc 9683; RAC 67 (banco)
296,Factores Humanos,Objetivo de aplicar Factores Humanos en UAS:,"[""Optimizar rendimiento del sistema humano–máquina y reducir el error operativo."", ""Reducir costos de mantenimiento solamente."", ""Sustituir pilotos por sistemas automáticos.""]",0,OACI Doc 9683 (banco)
297,Factores Humanos,Entre las causas más comunes del error humano en operaciones UAS están:,"[""Fatiga, estrés, distracciones y comunicación deficiente."", ""Falta de combustible y fallas de motor únicamente."", ""Variables meteorológicas exclusivamente.""]",0,OACI HF; SHELL model (banco)
298,Factores Humanos,El modelo SHELL hace referencia a la interacción entre:,"[""Software, Hardware, Entorno, Liveware (humano) y Liveware–Liveware."", ""Sistema, Hardware, Energía, Luces y Límites."", ""Software, Hidráulica, Estructuras y Legislación.""]",0,Modelo SHELL – OACI (banco)
299,Factores Humanos,El componente “S” en el modelo SHELL representa:,"[""Software (procedimientos, checklist, manuales)."", ""Sensores (instrumentación)."", ""Seguridad (safety).""]",0,Modelo SHELL – OACI (banco)
300,Factores Humanos,La conciencia situacional (SA) es:,"[""Percepción de elementos del entorno, comprensión de su significado y proyección de su estado en el tiempo."", ""Capacidad para recordar listas de chequeo."", ""Habilidad de comunicarse por radio.""]",0,Endsley SA; OACI HF (banco)
301,Factores Humanos,Pérdida de conciencia situacional en UAS puede originarse por:,"[""Sobrecarga de información, multitarea, automatización mal gestionada."", ""Ajuste de brillo en la pantalla."", ""Exceso de combustible.""]",0,Endsley; OACI HF (banco)
302,Factores Humanos,La “gestión de amenazas y errores” (TEM) busca:,"[""Identificar y mitigar amenazas, manejar errores y evitar estados no deseados."", ""Identificar fallas de hardware únicamente."", ""Aumentar la explotación de aeronaves.""]",0,TEM – OACI (banco)
303,Factores Humanos,La fatiga en pilotos UAS se asocia con:,"[""Disminución del rendimiento cognitivo, tiempos de reacción más lentos y toma de decisiones deficiente."", ""Incremento de fuerza física."", ""Mejor memoria a corto plazo.""]",0,OACI – Guías de fatiga (banco)
304,Factores Humanos,Medidas para mitigar la fatiga incluyen:,"[""Descansos programados, higiene del sueño, turnos adecuados y pausas activas."", ""Aumentar cafeína sin restricciones."", ""Duplicar horas de trabajo para adaptarse.""]",0,OACI – FRMS (banco)
305,Factores Humanos,El estrés operacional puede provocar:,"[""Focalización atencional estrecha, deterioro del juicio y errores de ejecución."", ""Mejora garantizada del rendimiento."", ""Anulación del riesgo.""]",0,OACI HF; CRM (banco)
306,Factores Humanos,La automatización en UAS:,"[""Debe supervisarse constantemente; no sustituye al piloto en la responsabilidad de la operación."", ""Elimina la posibilidad de incidentes."", ""Sustituye completamente la necesidad de entrenamiento.""]",0,OACI HF; RAC 100 (banco)
307,Factores Humanos,"En CRM, una comunicación efectiva implica:","[""Fraseología clara, cierre del bucle (readback) y liderazgo compartido."", ""Uso libre de jerga."", ""Silencio para evitar interferencias.""]",0,CRM – OACI (banco)
308,Factores Humanos,Una “trampa” cognitiva frecuente al operar con UAS es:,"[""Sesgo de confirmación (ignorar datos que contradicen la expectativa)."", ""Estímulo–respuesta perfecta."", ""Control total consciente de todos los sistemas.""]",0,HF – Sesgos cognitivos (banco)
309,Factores Humanos,El “hazardous attitude” de exceso de confianza suele mitigarse con:,"[""Disciplina operacional, listas de verificación y adherencia a SOPs."", ""Aumentar velocidad de operación."", ""Reducir entrenamiento formal.""]",0,OACI HF; FAA AC 60-22 (banco)
310,Factores Humanos,El programa de seguridad operacional (SMS) contribuye a los Factores Humanos:,"[""Estableciendo reporte voluntario, gestión de riesgos y mejora continua."", ""Reduciendo la necesidad de capacitación."", ""Eliminando la fatiga.""]",0,RAC 100 – 100.700; Doc 9859 (banco)
311,Factores Humanos,"Ante señales de hipoxia o desorientación espacial durante operación de UAS, la medida correcta es:","[""Interrumpir la operación, aplicar procedimiento de seguridad y reportar."", ""Continuar hasta completar la misión."", ""Aumentar el brillo de la pantalla.""]",0,HF fisiológica – OACI (banco)
